IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,943,,,679.2,,1273,943 [679.2 – 1273],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,968.5,,,467.8,,1826,968.5 [467.8 – 1826],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,995.3,,,512.5,,1711,995.3 [512.5 – 1711],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,998.7,,,576.5,,1632,998.7 [576.5 – 1632],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,1048,,,531.1,,1813,1048 [531.1 – 1813],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,1136,,,619.6,,1844,1136 [619.6 – 1844],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,1292,,,666.4,,2227,1292 [666.4 – 2227],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,1310,,,759.4,,2102,1310 [759.4 – 2102],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,247.8,,,189.2,,315.7,247.8 [189.2 – 315.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,254.3,,,189.2,,339.8,254.3 [189.2 – 339.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,281.5,,,203.2,,384.2,281.5 [203.2 – 384.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,287,,,208.7,,383.3,287 [208.7 – 383.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,298,,,222.1,,396.8,298 [222.1 – 396.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,300.5,,,226.2,,394.9,300.5 [226.2 – 394.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,301.3,,,236.4,,376,301.3 [236.4 – 376],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,302.5,,,225.5,,396.3,302.5 [225.5 – 396.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,304.6,,,223.6,,409.1,304.6 [223.6 – 409.1],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,307.3,,,224.4,,418.6,307.3 [224.4 – 418.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,310.2,,,226.5,,421.4,310.2 [226.5 – 421.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,314.4,,,237.7,,410.6,314.4 [237.7 – 410.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,315.2,,,239.4,,404.7,315.2 [239.4 – 404.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,315.8,,,228.3,,429.6,315.8 [228.3 – 429.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,318.9,,,251,,395.2,318.9 [251 – 395.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,323.7,,,227.7,,441.9,323.7 [227.7 – 441.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,325,,,206.7,,489.8,325 [206.7 – 489.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,328.5,,,226.1,,455.8,328.5 [226.1 – 455.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,330.5,,,251.5,,429.8,330.5 [251.5 – 429.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,332.8,,,242.9,,451.5,332.8 [242.9 – 451.5],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,333.3,,,254.5,,434,333.3 [254.5 – 434],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,335.3,,,252.5,,438.6,335.3 [252.5 – 438.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,338,,,251,,447.6,338 [251 – 447.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,342.5,,,250.5,,461.4,342.5 [250.5 – 461.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,342.8,,,244.2,,466.8,342.8 [244.2 – 466.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,347,,,263.7,,449.8,347 [263.7 – 449.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,347.3,,,270.6,,441.6,347.3 [270.6 – 441.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,349.2,,,286.8,,421.4,349.2 [286.8 – 421.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,355.3,,,251.4,,482.2,355.3 [251.4 – 482.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,360.4,,,273.3,,465.3,360.4 [273.3 – 465.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,362,,,268.9,,478.7,362 [268.9 – 478.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,362.2,,,238.7,,526.2,362.2 [238.7 – 526.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,363.7,,,281.6,,464.4,363.7 [281.6 – 464.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,IRL,Ireland,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,364.9,,,272,,483.3,364.9 [272 – 483.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,370.7,,,279.5,,481.1,370.7 [279.5 – 481.1],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,398.8,,,277.5,,552.8,398.8 [277.5 – 552.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,401.6,,,329.7,,483.2,401.6 [329.7 – 483.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,424.3,,,322.4,,543.2,424.3 [322.4 – 543.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,425.8,,,289,,603.7,425.8 [289 – 603.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,429.9,,,273,,650.4,429.9 [273 – 650.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,438.4,,,301.8,,607,438.4 [301.8 – 607],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,439.3,,,350,,544.7,439.3 [350 – 544.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,439.4,,,335.7,,566.9,439.4 [335.7 – 566.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,446.1,,,306,,627.1,446.1 [306 – 627.1],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,449.2,,,364.4,,551.4,449.2 [364.4 – 551.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,449.9,,,322.3,,621.3,449.9 [322.3 – 621.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,451.5,,,344.5,,589.2,451.5 [344.5 – 589.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,452,,,298.8,,662.7,452 [298.8 – 662.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,452,,,338.5,,596.8,452 [338.5 – 596.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,454.8,,,330.8,,605.6,454.8 [330.8 – 605.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,456.6,,,228,,830.7,456.6 [228 – 830.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,457.1,,,367.8,,553.8,457.1 [367.8 – 553.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,BRB,Barbados,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,459,,,321.4,,645.8,459 [321.4 – 645.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,463,,,369.3,,573.7,463 [369.3 – 573.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,463.3,,,273.1,,751.3,463.3 [273.1 – 751.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,DZA,Algeria,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,464.4,,,294.5,,699.3,464.4 [294.5 – 699.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,469.3,,,394,,553.2,469.3 [394 – 553.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,471.2,,,281.4,,750.3,471.2 [281.4 – 750.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,473.9,,,373.6,,592,473.9 [373.6 – 592],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,474.6,,,270.2,,783.8,474.6 [270.2 – 783.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,475.6,,,341.9,,638,475.6 [341.9 – 638],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,477.4,,,338.2,,672.5,477.4 [338.2 – 672.5],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,480.5,,,290,,748.2,480.5 [290 – 748.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,484.1,,,320.1,,709.8,484.1 [320.1 – 709.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,486.9,,,332.6,,664,486.9 [332.6 – 664],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,486.9,,,343.8,,681.5,486.9 [343.8 – 681.5],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,489.8,,,325.3,,700.4,489.8 [325.3 – 700.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,499.3,,,345.3,,700.7,499.3 [345.3 – 700.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,504.8,,,273.8,,863.4,504.8 [273.8 – 863.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,506,,,383.7,,654.2,506 [383.7 – 654.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,513.4,,,364.4,,715.8,513.4 [364.4 – 715.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,517.4,,,352.9,,744.2,517.4 [352.9 – 744.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,520.4,,,323.4,,814.8,520.4 [323.4 – 814.8],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,534.2,,,379.6,,738.3,534.2 [379.6 – 738.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,CHN,China,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,535.3,,,434.3,,653.2,535.3 [434.3 – 653.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,543.2,,,365.9,,784.6,543.2 [365.9 – 784.6],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,551.4,,,332.4,,821.1,551.4 [332.4 – 821.1],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,553.9,,,303.4,,931.9,553.9 [303.4 – 931.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,LBR,Liberia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,554.2,,,305.3,,944.4,554.2 [305.3 – 944.4],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,555.1,,,297.8,,936.3,555.1 [297.8 – 936.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,556.2,,,444.4,,685.5,556.2 [444.4 – 685.5],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,556.5,,,305.9,,961.2,556.5 [305.9 – 961.2],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,560.4,,,338.2,,870.9,560.4 [338.2 – 870.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,563.2,,,419.2,,750.1,563.2 [419.2 – 750.1],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,SUR,Suriname,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,563.4,,,381.5,,807.3,563.4 [381.5 – 807.3],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,566.7,,,378.3,,821.9,566.7 [378.3 – 821.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,571.2,,,407.7,,776,571.2 [407.7 – 776],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,575.3,,,464.5,,711.7,575.3 [464.5 – 711.7],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SEN,Senegal,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,578.2,,,332.6,,946.9,578.2 [332.6 – 946.9],,,EN,2021-02-09T05:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2014,false,Sex,Both sexes,BTSX,,,,,,,,,,579.7,,,451.9,,726,579.7 [451.9 – 726],,,EN,2021-02-09T05:00:00.000Z
